title,movieId,tag,genres,year,combined
Logan Lucky (2017),174909,robbery father_daughter_relationship small_town caper brothers fun_movie heist,comedy,2017,robbery father_daughter_relationship small_town caper brothers fun_movie heist comedy
2:22 (2017),174893,time_loop,drama thriller,2017,time_loop drama thriller
The House (2017),174815,comedy funny,comedy,2017,comedy funny comedy
Good Time (2017),174727,amazing_cinematography claustrophobic brothers heist violence crime existentialism bleak criterion weird indie twists_&_turns suspense oscar_(best_supporting_actor) intense dark tense original cinematography,crime drama,2017,amazing_cinematography claustrophobic brothers heist violence crime existentialism bleak criterion weird indie twists_&_turns suspense oscar_(best_supporting_actor) intense dark tense original cinematography crime drama
Transformers: The Last Knight (2017),174585,robot end_of_the_world plot_holes franchise big_budget action explosions pg_13 special_effects mythology giant_robots robots,action adventure sci_fi thriller,2017,robot end_of_the_world plot_holes franchise big_budget action explosions pg_13 special_effects mythology giant_robots robots action adventure sci_fi thriller
"Don't Hug Me, I'm Scared II: Time (2014)",174489,puppets great_ending original,horror,2014,puppets great_ending original horror
"Don't Hug Me, I'm Scared (2011)",174487,puppets weird,animation fantasy horror,2011,puppets weird animation fantasy horror
Rakka (2017),174423,too_short short alien alien_invasion first_contact aliens genocide scifi sci_fi,action sci_fi,2017,too_short short alien alien_invasion first_contact aliens genocide scifi sci_fi action sci_fi
Better Watch Out (2016),174395,horror suspense murder original suspenseful creepy slasher serial_killer,thriller,2016,horror suspense murder original suspenseful creepy slasher serial_killer thriller
Once Upon a Time in Venice (2017),174371,chase los_angeles dog,comedy,2017,chase los_angeles dog comedy
The Keepers (2017),174181,investigation police_investigation murder documentary murder_mystery crime corruption sexual_abuse,crime documentary drama,2017,investigation police_investigation murder documentary murder_mystery crime corruption sexual_abuse crime documentary drama
Belladonna of Sadness (1973),174141,sexual weird artistic surreal animated animation erotic psychedelic dark_fantasy art anime surrealism criterion,animation drama fantasy,1973,sexual weird artistic surreal animated animation erotic psychedelic dark_fantasy art anime surrealism criterion animation drama fantasy
Dunkirk (2017),174055,best_war_films intense visual world_war_ii oscar_(best_editing) visceral tense storytelling historical war cinematography survival 70mm oscar_(best_directing) wartime history,action drama thriller war,2017,best_war_films intense visual world_war_ii oscar_(best_editing) visceral tense storytelling historical war cinematography survival 70mm oscar_(best_directing) wartime history action drama thriller war
Goon: Last of the Enforcers (2017),174045,mentor,comedy,2017,mentor comedy
Atomic Blonde (2017),173941,cold_war assassin violence cool violent visually_appealing awesome_soundtrack action stylish action_packed fight_scenes based_on_a_comic spying spy espionage fast_paced spies,thriller,2017,cold_war assassin violence cool violent visually_appealing awesome_soundtrack action stylish action_packed fight_scenes based_on_a_comic spying spy espionage fast_paced spies thriller
Seven Sisters (2017),173925,chase original,sci_fi thriller,2017,chase original sci_fi thriller
Shimmer Lake (2017),173879,small_town drama bank_robbery dark_humor crime suspenseful,no_genres_listed,2017,small_town drama bank_robbery dark_humor crime suspenseful no_genres_listed
The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),173535,oscar_(best_directing) adventure drama original,no_genres_listed,1980,oscar_(best_directing) adventure drama original no_genres_listed
Black Butterfly (2017),173499,twist_ending twist clever psychology great_ending plot_twist psychological suspense twists_&_turns thriller surprise_ending suspenseful serial_killer,thriller,2017,twist_ending twist clever psychology great_ending plot_twist psychological suspense twists_&_turns thriller surprise_ending suspenseful serial_killer thriller
Sarah Silverman: A Speck of Dust (2017),173467,social_commentary stand_up_comedy life_&_death special,comedy,2017,social_commentary stand_up_comedy life_&_death special comedy
Hasan Minhaj: Homecoming King (2017),173429,high_school stand_up_comedy comedy funny,comedy,2017,high_school stand_up_comedy comedy funny comedy
You Were Never Really Here (2017),173369,tense,drama,2017,tense drama
Wow! A Talking Fish! (1983),173351,golden_palm visual original,animation children comedy fantasy,1983,golden_palm visual original animation children comedy fantasy
Valerian and the City of a Thousand Planets (2017),173291,visual visually_stunning action fantasy_world alien adventure visually_appealing special_effects based_on_a_comic scifi space_opera technology adapted_from:comic future space_travel space science_fiction visuals big_budget aliens sci_fi futuristic,action adventure sci_fi,2017,visual visually_stunning action fantasy_world alien adventure visually_appealing special_effects based_on_a_comic scifi space_opera technology adapted_from:comic future space_travel space science_fiction visuals big_budget aliens sci_fi futuristic action adventure sci_fi
War Machine (2017),173209,military satirical satire war politics iraq islam,comedy drama war,2017,military satirical satire war politics iraq islam comedy drama war
The Square (2017),173197,weird artistic surreal surrealism art,drama,2017,weird artistic surreal surrealism art drama
Kidnap (2017),173161,chase car_chase police police_investigation suspense kidnapping suspenseful,drama thriller,2017,chase car_chase police police_investigation suspense kidnapping suspenseful drama thriller
War for the Planet of the Apes (2017),173145,dystopia humanity visually_stunning action emotional cgi science_fiction war survival trilogy original,action adventure drama sci_fi,2017,dystopia humanity visually_stunning action emotional cgi science_fiction war survival trilogy original action adventure drama sci_fi
The Bad Batch (2017),173139,weird desert,horror romance thriller,2017,weird desert horror romance thriller
Blame! (2017),173007,post_apocalyptic cyborgs visually_stunning visually_appealing action sci_fi anime futuristic scifi robots,action animation drama horror sci_fi,2017,post_apocalyptic cyborgs visually_stunning visually_appealing action sci_fi anime futuristic scifi robots action animation drama horror sci_fi
Cheburashka (1971),172909,oscar_(best_directing) cartoon,animation,1971,oscar_(best_directing) cartoon animation
Program (2003),172889,visual powerful_ending visually_stunning stylish dystopic_future anime tokyo original,animation sci_fi,2003,visual powerful_ending visually_stunning stylish dystopic_future anime tokyo original animation sci_fi
Kid's Story (2003),172887,dreams short anime stylish,animation sci_fi,2003,dreams short anime stylish animation sci_fi
Final Flight of the Osiris (2003),172881,too_short animation visually_stunning fight_scenes computer_animation anime original,action animation sci_fi,2003,too_short animation visually_stunning fight_scenes computer_animation anime original action animation sci_fi
World Record (2003),172879,very_interesting anime original,animation sci_fi,2003,very_interesting anime original animation sci_fi
Beyond (2003),172877,weird imagination fantasy_world animation visually_appealing dystopic_future anime tokyo original,animation sci_fi,2003,weird imagination fantasy_world animation visually_appealing dystopic_future anime tokyo original animation sci_fi
The Wizard of Lies (2017),172813,greed,drama,2017,greed drama
Vovka in the Kingdom of Far Far Away (1965),172793,cartoon,adventure animation children fantasy,1965,cartoon adventure animation children fantasy
Mommy Dead and Dearest (2017),172699,sexual social_commentary interesting good_soundtrack drinking sex obsession documentary doctors excellent_script life,documentary,2017,sexual social_commentary interesting good_soundtrack drinking sex obsession documentary doctors excellent_script life documentary
The Rifleman of the Voroshilov Regiment (1999),172671,justice family investigation russian vengeance girlie_movie vigilantism love,action crime drama,1999,justice family investigation russian vengeance girlie_movie vigilantism love action crime drama
Priklyucheniya Kapitana Vrungelya (1979),172637,gangsters gangster animated animation cartoon adventure russian organized_crime vengeance musical childhood imdb_top_250 oscar_(best_directing) original classic,action adventure animation comedy,1979,gangsters gangster animated animation cartoon adventure russian organized_crime vengeance musical childhood imdb_top_250 oscar_(best_directing) original classic action adventure animation comedy
Winter in Prostokvashino (1984),172589,animation cartoon,animation,1984,animation cartoon animation
Vacations in Prostokvashino (1980),172587,animals animated animation cartoon russian,animation,1980,animals animated animation cartoon russian animation
